role_id,masco_task_id,task,remote_task_pre_rating,remote_rule_evidence,ai_task_pre_rating,ai_rule_evidence,rating_method,rater_1,rater_1_rating,rater_2,rater_2_rating,reconciled_rating,review_status,task_source_level,source_url
M254202,EMASCO_254202_03,"Identify, log, track, and verify bugs and issues in coordination with developers and designers.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-02
M254202,EMASCO_254202_04,"Provide feedback on game balance, usability, and user experience through detailed test reports.",remote_capable,information/writing/design work,ai_exposable,data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-02
M254202,EMASCO_254202_05,"Maintain detailed test documentation, including bug tracking logs and test results.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-02
M254202,EMASCO_254202_06,Participate in test planning meetings and contribute to quality assurance discussions.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-02
M254203,EMASCO_254203_01,Plan and manage the full game production pipeline from concept to release.,remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_02,"Coordinate with design, development, and art teams to ensure smooth progress.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_03,"Monitor project timelines, deliverables, and milestones to keep on schedule.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_04,Manage budgets and allocate resources efficiently.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_05,Oversee the creation and integration of game content.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_06,Identify and mitigate production risks throughout development.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_07,"Ensure the overall gameplay experience, visual style, and game quality meet objectives.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_08,"Liaise with publishers, marketing, and external stakeholders for release plans.",remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_09,"Maintain production documentation, reports, and workflow records.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254203,EMASCO_254203_10,"Continuously improve production workflows, tools, and team efficiency.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-03
M254204,EMASCO_254204_01,"Produce and develop concept art, illustrations, and visual assets for characters, environments, props, and user interfaces.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_02,"Create 2D and 3D artwork, including animations and visual effects, suitable for integration into games or digital content.",remote_capable,computer/software/data work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_03,"Develop mood boards, prototypes, and visual storytelling elements to guide the overall style and direction of projects.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_04,"Collaborate with art directors, designers, developers, and other creative teams to align visuals with project goals and gameplay requirements.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_05,Refine visual assets based on stakeholder feedback to ensure quality and consistency.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_06,Ensure all artwork meets technical requirements and is suitable for integration into game engines or digital platforms.,remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254204,EMASCO_254204_07,Organise production of visual content to meet project deadlines and technical requirements.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-04
M254205,EMASCO_254205_01,Develop and maintain efficient art production pipelines.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_02,Develop scripts and custom tools to enhance art production workflow.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_03,"Integrate animations, models, and audio assets into game engines.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_04,"Debug technical issues related to art, animations, and audio assets.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_05,"Optimise textures, shaders, and other visual elements for performance.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_06,"Create 2D, 3D, and animated visual art assets for games.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254205,EMASCO_254205_07,Ensure artistic visions are technically feasible in collaboration with programmers and designers.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-05
M254206,EMASCO_254206_01,"Develop and implement the overall creative vision and visual strategy for projects, campaigns, or media productions.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_02,"Lead, mentor, and manage a team of designers, animators, and creative professionals.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_03,"Oversee the production pipeline, ensuring timely delivery of high-quality 2D, 3D, and animated content.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_04,"Review, approve, and provide feedback on artwork, layouts, animation sequences, and final visuals.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_05,"Collaborate with directors, producers, marketing, and other departments to align on creative objectives.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_06,"Ensure all work meets quality standards, artistic direction, and technical requirements.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_07,Conceptualise and develop storytelling elements and visual designs for various creative media.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_08,Present creative concepts and project updates to clients or stakeholders.,remote_capable,phone/email/advisory work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254206,EMASCO_254206_09,"Apply industry trends, new techniques, and technologies to enhance creative outputs.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-06
M254207,EMASCO_254207_01,Design and implement real-time rendering algorithms.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_02,"Write, optimise, and debug shader code for graphics performance.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_03,Maintain and improve rendering pipelines within game engines.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_04,Integrate visual effects and platform-specific graphical features.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_05,Collaborate with designers and artists to realise visual concepts.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_06,Optimise graphical performance and ensure stability across different platforms and devices.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_07,"Support the creation and integration of 2D, 3D, and animated visual assets in collaboration with artists.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254207,EMASCO_254207_08,Coordinate with production teams to meet project deadlines and budgets.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-07
M254208,EMASCO_254208_01,"Design and animate 2D and 3D graphics, characters, environments, and assets.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_02,"Create and integrate soundtracks, sound effects, and music into multimedia project deliverables.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_03,"Develop animations, motion graphics, and visual effects for games, films, and digital platforms.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_04,Understand project briefs and conceptualise creative ideas aligned with client or project requirements.,remote_capable,phone/email/advisory work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_05,"Collaborate with creative, technical teams, and external partners to meet project goals.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_06,Collaborate with team members and provide guidance to maintain quality and productivity.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_07,Prepare and revise visual and audio content based on feedback from stakeholders or clients.,remote_capable,phone/email/advisory work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_08,"Ensure technical performance, compatibility, and consistency across digital and print platforms.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254208,EMASCO_254208_09,"Use industry-standard software, digital tools, and game engines to produce and manage multimedia content.",remote_capable,computer/software/data work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2542-08
M254301,EMASCO_254301_01,Develop original website design concepts to enhance usability and aesthetics.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_02,"Create wireframes, user flows, storyboards, and site maps to define website structure and navigation.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_03,Execute visual user interface design from concept through to final implementation.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_04,Collaborate with developers and stakeholders to ensure design alignment with technical requirements and project objectives.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_05,Develop and maintain detailed user interface specifications and design documentation.,remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_06,"Conduct user research and usability testing, and refine interfaces based on findings.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_07,Ensure website designs are responsive and compatible across devices and screen sizes.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254301,EMASCO_254301_08,Present design concepts and outputs to stakeholders and refine designs based on feedback.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-01
M254302,EMASCO_254302_01,"Design visual content for print, digital, and social media platforms.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_02,"Translate client, brand, or project briefs into creative and effective visual designs.",remote_capable,information/writing/design work; phone/email/advisory work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_03,"Develop layouts and illustrations for publications, advertising, packaging, and exhibitions.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_04,"Collaborate with clients, marketing, content, and development teams to ensure cohesive design outputs.",remote_capable,information/writing/design work; phone/email/advisory work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_05,"Revise and refine designs based on feedback, usability requirements, and brand guidelines.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_06,"Prepare files and assets for print production, digital distribution, and online platforms.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_07,Manage multiple design tasks to meet deadlines and maintain quality standards.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_08,Research design trends and audience preferences to support creative development.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254302,EMASCO_254302_09,Apply digital and traditional design tools to create and optimise visual content.,remote_capable,computer/software/data work; information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-02
M254303,EMASCO_254303_01,"Conduct user research and usability testing to understand user needs, behaviours, business requirements, and evaluate design effectiveness.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_02,"Create wireframes, user flows, mock-ups, and interactive prototypes for web and mobile applications.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_03,"Design user-centred interfaces based on research insights, usability findings, and stakeholder feedback.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_04,Develop personas and customer journey maps to inform and guide design decisions.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_05,"Collaborate with developers, product managers, and stakeholders to ensure accurate implementation and alignment with project goals.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_06,"Maintain user interface and user experience (UI/UX) design specifications, documentation, and ensure consistency with branding and accessibility standards across digital platforms.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_07,Present design concepts and solutions to stakeholders and incorporate feedback into design improvements.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254303,EMASCO_254303_08,"Keep up to date with user experience (UX) tools, trends, and best practices to support continuous improvement.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-03
M254304,EMASCO_254304_01,"Create and edit visual content for websites, social media platforms, and digital advertisements.",remote_capable,computer/software/data work,ai_exposable,writing/editing/drafting; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
M254304,EMASCO_254304_02,Develop user-centred interface designs for websites and mobile applications based on user research and feedback.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
M254304,EMASCO_254304_03,Produce animations and motion graphics to enhance digital content and user engagement.,remote_capable,computer/software/data work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
M254304,EMASCO_254304_04,"Develop wireframes, mock-ups, prototypes, layouts, and storyboards for web and mobile platforms.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
M254304,EMASCO_254304_05,"Collaborate with creative, marketing, and development teams to deliver design solutions that meet project objectives.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
M254304,EMASCO_254304_06,Present design concepts to stakeholders for review and incorporate feedback into final outputs.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2543-04
