"source_current_role_id","source_current_masco_code","source_current_role_title","masco2020_role_id","masco2020_code","masco2020_title","status","remap_method","remap_confidence","reason","primary_profile_for_target","source_count_for_target","target_count_for_source","source_esco_code","source_esco_title","source_portal_url","masco2020_pdf_page","masco2020_source_url","grade_source_url","alternative_2020_code","official_crosswalk"
"M311107","311107","Meteorological Technician","M311114","311114","Meteorological Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3111.8","meteorology technician","https://emasco.mohr.gov.my/masco/3111-07","367","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367","","","false"
"M311108","311108","Geological Technician","M311116","311116","Geological Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3111.4","geology technician","https://emasco.mohr.gov.my/masco/3111-08","367","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367","","","false"
"M311109","311109","Oceanography Technician","M311120","311120","Oceanography Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3111.5","hydrographic surveying technician","https://emasco.mohr.gov.my/masco/3111-09","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311110","311110","Slope Monitoring Technician","","","","excluded","no_verified_2020_equivalent","not_established","No Slope Monitoring Technician identity verified; general geological or soil technicians are only broader candidates.","false","0","0","3117.2","geotechnician","https://emasco.mohr.gov.my/masco/3111-10","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M311111","311111","Climate Science Technician","M311125","311125","Climate Service Technician","retained","reviewed_functional_equivalent","medium","Climate Science Technician and Climate Service Technician share climate-data collection, equipment support and reporting duties.","true","1","1","3111.8","meteorology technician","https://emasco.mohr.gov.my/masco/3111-11","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311112","311112","Laboratory Technician","M311132","311132","Laboratory Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3141.2","scientific laboratory technician","https://emasco.mohr.gov.my/masco/3111-12","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311113","311113","Laboratory Assistant Grade C1","M311101","311101","Laboratory Assistant Grade C19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3141.2","scientific laboratory technician","https://emasco.mohr.gov.my/masco/3111-13","367","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311114","311114","Research Assistant Grade Q1, Q2, Q3, Q4","M311102","311102","Research Assistant Grade Q19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2310.1.41","university research assistant","https://emasco.mohr.gov.my/masco/3111-14","367","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311115","311115","Assistant Meteorological Officer Grade C5","M311133","311133","Assistant Meteorological Officer Grade C29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3111.8","meteorology technician","https://emasco.mohr.gov.my/masco/3111-15","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311116","311116","Assistant Science Officer Grade C5","M311136","311136","Assistant Scientific Officer Grade C29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3141.2","scientific laboratory technician","https://emasco.mohr.gov.my/masco/3111-16","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311117","311117","Assistant Research Officer Grade Q5","M311137","311137","Assistant Research Officer Grade Q29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2310.1.41","university research assistant","https://emasco.mohr.gov.my/masco/3111-17","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311201","311201","Civil Engineering Technician","M311202","311202","Civil Engineering Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.1","civil engineering technician","https://emasco.mohr.gov.my/masco/3112-01","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311202","311202","Civil Engineering Estimator","M311204","311204","Civil Engineering Estimator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.14","quantity surveyor","https://emasco.mohr.gov.my/masco/3112-02","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311203","311203","Engineering Designer","M311208","311208","Engineering Designer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3118.3.4","civil drafter","https://emasco.mohr.gov.my/masco/3112-03","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311204","311204","Civil Engineering Supervisor","M311209","311209","Civil Engineering Supervisor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3123.1","construction general supervisor","https://emasco.mohr.gov.my/masco/3112-04","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311205","311205","Tunnel Boring Machine Technician","M311210","311210","Tunnel Boring Machine Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","8113.8","tunnel boring machine operator","https://emasco.mohr.gov.my/masco/3112-05","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311206","311206","Building Inspector","M311211","311211","Building Inspector","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.1.2","building inspector","https://emasco.mohr.gov.my/masco/3112-06","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311207","311207","Geotechnical Technician","M311212","311212","Geotechnical Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3117.2","geotechnician","https://emasco.mohr.gov.my/masco/3112-07","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311208","311208","Fire Inspector","M311213","311213","Fire Inspector","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.1.6","fire inspector","https://emasco.mohr.gov.my/masco/3112-08","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311209","311209","Surveying Technician","M311214","311214","Surveying Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.10","surveying technician","https://emasco.mohr.gov.my/masco/3112-09","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311211","311211","Process Instrument Technician","M311217","311217","Process Instrument Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3114.1.4","instrumentation engineering technician","https://emasco.mohr.gov.my/masco/3112-11","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311212","311212","Assistant Civil Engineer","M311225","311225","Assistant Civil Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.8","engineering assistant","https://emasco.mohr.gov.my/masco/3112-12","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311213","311213","Operation Technician","M311226","311226","Operation Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1.16","production engineering technician","https://emasco.mohr.gov.my/masco/3112-13","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311214","311214","Green Building Facilities Maintenance Technician","M311227","311227","Green Building Facilities Maintenance Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","5153.1","building caretaker","https://emasco.mohr.gov.my/masco/3112-14","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311216","311216","Assistant Engineer Maintenance","M311230","311230","Assistant Engineer Maintenance","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1.6","industrial maintenance supervisor","https://emasco.mohr.gov.my/masco/3112-16","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311217","311217","Quantity Surveyor Assistant","M311233","311233","Quantity Surveyor Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.14","quantity surveyor","https://emasco.mohr.gov.my/masco/3112-17","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","","","false"
"M311219","311219","Assistant Engineer Grade JA5","M311219","311219","Assistant Engineer Grade JA29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3112.8","engineering assistant","https://emasco.mohr.gov.my/masco/3112-19","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311220","311220","Assistant Quantity Surveyor Grade JA5","M311232","311232","Assistant Quantity Surveyor Grade JA29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2149.14","quantity surveyor","https://emasco.mohr.gov.my/masco/3112-20","368","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311222","311222","Assistant Building Surveyor Grade J5","M311237","311237","Assistant Building Surveyor Grade J29","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3315.8","real estate surveyor","https://emasco.mohr.gov.my/masco/3112-22","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M311301","311301","Electrical Engineering Technician","M311301","311301","Electrical Engineering Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3113.1","electrical engineering technician","https://emasco.mohr.gov.my/masco/3113-01","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311303","311303","Electrical and Instrument Supervisor","M311307","311307","Electrical and Instrument Supervisor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3123.1.11","electrical supervisor","https://emasco.mohr.gov.my/masco/3113-03","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311304","311304","Electrical Engineering Estimator","M311310","311310","Electrical Engineering Estimator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2421.1.1","manufacturing cost estimator","https://emasco.mohr.gov.my/masco/3113-04","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311306","311306","Electrical High Voltage Technician","M311314","311314","Electrical High Voltage Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3113.1","electrical engineering technician","https://emasco.mohr.gov.my/masco/3113-06","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311307","311307","Debug Technician","M311315","311315","Debug Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3114.1.3","computer hardware test technician","https://emasco.mohr.gov.my/masco/3113-07","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311308","311308","Assistant Electrical Engineer","M311316","311316","Assistant Electrical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3113.1","electrical engineering technician","https://emasco.mohr.gov.my/masco/3113-08","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311401","311401","Electronics Engineering Technician","M311401","311401","Electronics Engineering Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3114.1","electronics engineering technician","https://emasco.mohr.gov.my/masco/3114-01","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311402","311402","Electronics Engineering Estimator","M311402","311402","Electronics Engineering Estimator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2421.1.1","manufacturing cost estimator","https://emasco.mohr.gov.my/masco/3114-02","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311403","311403","Electronics Design Technician","M311404","311404","Electronics Design Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3114.1","electronics engineering technician","https://emasco.mohr.gov.my/masco/3114-03","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311404","311404","Semi-Conductor Technician","M351113","351113","Semi-Conductor Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3114.1.6","microelectronics engineering technician","https://emasco.mohr.gov.my/masco/3114-04","385","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385","","","false"
"M311501","311501","Mechanical Engineering Technician","M311504","311504","Mechanical Engineering Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3115.1","mechanical engineering technician","https://emasco.mohr.gov.my/masco/3115-01","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311502","311502","Mechanical Engineering Assistant","M311514","311514","Mechanical Engineering Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.8","engineering assistant","https://emasco.mohr.gov.my/masco/3115-02","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311503","311503","Mechanical Engineering Estimator","M311515","311515","Mechanical Engineering Estimator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2421.1.1","manufacturing cost estimator","https://emasco.mohr.gov.my/masco/3115-03","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311504","311504","Port Master/Dockmaster","M311516","311516","Dockmaster, Dry Dock","retained","combined_title_split","medium","The current dockmaster manages docking and dry-docking. MASCO 2020 distinguishes dry-dock and graving-dock dockmasters.","true","1","2","4323.11","port coordinator","https://emasco.mohr.gov.my/masco/3115-04","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311504","311504","Port Master/Dockmaster","M311517","311517","Dockmaster, Graving Dock","retained","combined_title_split","medium","The current dockmaster manages docking and dry-docking. MASCO 2020 distinguishes dry-dock and graving-dock dockmasters.","true","1","2","4323.11","port coordinator","https://emasco.mohr.gov.my/masco/3115-04","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311505","311505","Hydraulic Hose Technician","M311521","311521","Hydraulic Hose Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7233.4","fluid power technician","https://emasco.mohr.gov.my/masco/3115-05","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311506","311506","Mechatronics Technician","M311524","311524","Mechatronics Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","2","1","3115.1.11","mechatronics engineering technician","https://emasco.mohr.gov.my/masco/3115-06","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311507","311507","CNC Technician (Computer Numerical Control)","M311527","311527","CNC Technician (Computer Numerical Control)","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7223.4","computer numerical control machine operator","https://emasco.mohr.gov.my/masco/3115-07","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311508","311508","Welding Technician","M311528","311528","Welding Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7212.4","welding coordinator","https://emasco.mohr.gov.my/masco/3115-08","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311509","311509","Steelmaking Technician","M311529","311529","Steelmaking Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3117.3","metallurgical technician","https://emasco.mohr.gov.my/masco/3115-09","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311510","311510","Competent Person (CP) - Hygiene Technician","M311531","311531","Hygiene Technician 1","retained","combined_title_split","medium","The current generic competent-person hygiene technician has two named 2020 hygiene-technician entries. Existing D11 task-scope warning remains; these are test-only inherited profiles.","true","1","2","3257.5","occupational health and safety inspector","https://emasco.mohr.gov.my/masco/3115-10","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311510","311510","Competent Person (CP) - Hygiene Technician","M311552","311552","Hygiene Technician 2","retained","combined_title_split","medium","The current generic competent-person hygiene technician has two named 2020 hygiene-technician entries. Existing D11 task-scope warning remains; these are test-only inherited profiles.","true","1","2","3257.5","occupational health and safety inspector","https://emasco.mohr.gov.my/masco/3115-10","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311511","311511","Mechatronics Engineering Assistant","M311524","311524","Mechatronics Technician","retained","reviewed_functional_equivalent","medium","Mechatronics engineering support, controls integration, assembly and testing correspond to Mechatronics Technician; do not substitute a purely mechanical technician.","false","2","1","3115.1.11","mechatronics engineering technician","https://emasco.mohr.gov.my/masco/3115-11","369","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369","","","false"
"M311512","311512","CAD/CAM (Computer-Aided Design and Manufacturing) Technician","M311538","311538","CAD/CAM Technician (Computer-Aided Design and Manufacturing)","retained","title_variant","high","Same occupational identity after word-order, singular/plural, spelling, acronym-position or explicit competent-person title-wrapper variation. Preserve the official 2020 printed title.","true","1","1","3118.3.5","computer-aided design operator","https://emasco.mohr.gov.my/masco/3115-12","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311515","311515","Equipment Technician","M311548","311548","Equipment Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7233.7","industrial machinery mechanic","https://emasco.mohr.gov.my/masco/3115-15","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311516","311516","Assistant Equipment Engineer","M311549","311549","Assistant Equipment Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.6","equipment engineer","https://emasco.mohr.gov.my/masco/3115-16","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311517","311517","Assistant Welding Engineer","M311550","311550","Assistant Welding Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.23","welding engineer","https://emasco.mohr.gov.my/masco/3115-17","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311518","311518","AutoCAD Designer","M311544","311544","AutoCad Drafter","retained","reviewed_functional_equivalent","medium","Current AutoCAD Designer prepares technical CAD drawings; AutoCad Drafter is the 2020 occupational counterpart.","true","1","1","3118.3.5","computer-aided design operator","https://emasco.mohr.gov.my/masco/3115-18","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311519","311519","Pneumatic Supervisor","","","","excluded","no_verified_2020_equivalent","not_established","No Pneumatic Supervisor identity verified; general mechanical supervisors are not the same identified role.","false","0","0","3115.1.15","pneumatic engineering technician","https://emasco.mohr.gov.my/masco/3115-19","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M311520","311520","Repair and Maintenance (R&M) Technician","M311903","311903","Maintenance Technician","retained","reviewed_functional_equivalent","medium","The current role performs machinery/equipment servicing, diagnosis, repair and preventive maintenance: Maintenance Technician.","true","1","1","7233.7","industrial machinery mechanic","https://emasco.mohr.gov.my/masco/3115-20","371","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371","","","false"
"M311521","311521","Optical Engineering Technician","","","","excluded","no_verified_2020_equivalent","not_established","2020 has Optical Engineer and optical craft occupations, but no verified Optical Engineering Technician counterpart at the same occupational identity.","false","0","0","7311.2","optical instrument assembler","https://emasco.mohr.gov.my/masco/3115-21","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M311601","311601","Chemical Engineering Technician","M311601","311601","Chemical Engineering Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3116.1","chemical engineering technician","https://emasco.mohr.gov.my/masco/3116-01","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311602","311602","Oil Technologist","M311604","311604","Oil Technologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3134.3","oil refinery control room operator","https://emasco.mohr.gov.my/masco/3116-02","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311603","311603","Chemical Petroleum Technician","M311605","311605","Chemical Petroleum Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3116.1","chemical engineering technician","https://emasco.mohr.gov.my/masco/3116-03","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311604","311604","Chemical Engineering Estimator","M311609","311609","Chemical Engineering Estimator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2421.1.1","manufacturing cost estimator","https://emasco.mohr.gov.my/masco/3116-04","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311701","311701","Metallurgical Technician","M311701","311701","Metallurgical Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3117.3","metallurgical technician","https://emasco.mohr.gov.my/masco/3117-01","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311702","311702","Metallurgical Laboratory Assistant","M311704","311704","Metallurgical Laboratory Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3117.3","metallurgical technician","https://emasco.mohr.gov.my/masco/3117-02","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311703","311703","Mining Assistant","M311711","311711","Mining Assistant","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","9311.1","mining assistant","https://emasco.mohr.gov.my/masco/3117-03","370","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370","","","false"
"M311704","311704","Associate Field Professional","M311723","311723","Associate Field Professional","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.8","engineering assistant","https://emasco.mohr.gov.my/masco/3117-04","371","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371","","","false"
"M311801","311801","Draughtsperson","M311803","311803","Draughtsperson","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3118.3","drafter","https://emasco.mohr.gov.my/masco/3118-01","371","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371","","","false"
"M311802","311802","Geospatial Technician","M311824","311824","Geospatial Technician","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2165.3","geographic information systems specialist","https://emasco.mohr.gov.my/masco/3118-02","371","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371","","","false"
"M311804","311804","Draughtsperson (Architecture) Grade JA1","M311801","311801","Draughtsperson (Architecture) Grade JA19","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3118.3.2","architectural drafter","https://emasco.mohr.gov.my/masco/3118-04","371","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
