role_id,masco_code,role_title,original_inventory,core_candidates,approved_core_candidates,conditional_skills,empty_digital_band,mapping_confidence,mapping_relation,mapping_approval,status
M252205,252205,Information System Officer,60,32,32,28,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252208,252208,Information Technology Support Officer,80,23,23,57,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252214,252214,Computer Support Engineer,80,23,23,57,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252215,252215,Information Technology Technical Specialist,80,23,23,57,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252222,252222,Cloud Computing Solution Architect,17,6,0,11,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M252238,252238,Geographic Information Systems (GIS) Officer,43,20,0,23,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M252311,252311,Network Specialist,98,34,34,64,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252401,252401,Data Scientist,97,63,63,34,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252403,252403,Data Analyst,67,36,36,31,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252406,252406,Data Architect,103,27,27,76,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252411,252411,Machine Learning Engineer,89,31,31,58,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252413,252413,Artificial Intelligence Engineer (AI),89,31,31,58,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M253102,253102,Cybersecurity Executive,72,22,0,50,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M253103,253103,Digital Forensic Specialist,77,40,0,37,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M253120,253120,Information Security Officer,59,25,25,34,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M253130,253130,Cybersecurity Analyst,72,22,0,50,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M253131,253131,Test Analyst (Information Technology),36,9,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M253136,253136,Security Infrastructure Engineer,59,25,25,34,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M253139,253139,Internet Safety Evaluater,54,32,0,22,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254110,254110,Compositor/Composite artist,35,18,18,17,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254112,254112,Scriptwriter / Screenwriter,33,21,0,12,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254116,254116,Digital Artist,41,23,23,18,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254120,254120,Multimedia Artist,41,23,23,18,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254126,254126,Visualization Specialist,103,24,24,79,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254127,254127,Computer Specialist,80,23,23,57,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254128,254128,Story Content Writer,32,18,18,14,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254201,254201,Game Designer (Digital),96,18,0,78,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254203,254203,QA Tester/Game Tester (Digital),38,9,0,29,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254204,254204,Game Producer (Digital),17,13,13,4,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254206,254206,3D Artist,72,16,0,56,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254209,254209,Concept Artist,41,23,23,18,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254210,254210,Technical Artist,41,23,0,18,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254211,254211,Art director,82,26,26,56,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254215,254215,Graphics Programmer,82,19,0,63,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254217,254217,Graphics Creator,64,19,0,45,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254301,254301,Web Designer,22,10,10,12,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254302,254302,Graphic Designer,64,19,19,45,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254305,254305,Multimedia Designer,103,24,24,79,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254314,254314,UX Designer (User Experience),95,27,0,68,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M254316,254316,Digital Designer,103,24,24,79,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254317,254317,Creative Team Leader,39,18,18,21,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M254318,254318,Character Rigger,24,15,0,9,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M261907,261907,Coroner,26,9,9,17,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M282203,282203,Archaeologist,79,40,40,39,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M282204,282204,Geographer,73,41,41,32,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M282206,282206,Criminologist,67,47,47,20,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M282404,282404,Clinical Psychologist,120,99,99,21,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M282407,282407,Psychotherapist,103,73,73,30,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M291603,291603,Industrial Relations Officer Grade S41,29,16,16,13,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M291608,291608,Maritime Superintendent Officer Grade T13,37,14,0,23,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311101,311101,Laboratory Assistant Grade C19,82,16,16,66,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311102,311102,Research Assistant Grade Q19,81,43,0,38,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311105,311105,Geophysics Technician,58,23,0,35,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311106,311106,Chemistry Technician,63,27,27,36,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311107,311107,Physics Science Laboratory Technician,33,13,0,20,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311108,311108,Physical Science Technician,33,13,0,20,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311110,311110,Chemistry Laboratory Assistant,63,27,27,36,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311112,311112,Soil Technician,37,19,19,18,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311114,311114,Meteorological Technician,35,22,22,13,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311116,311116,Geological Technician,58,23,23,35,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311120,311120,Oceanography Technician,45,21,0,24,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311125,311125,Climate Service Technician,35,22,22,13,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311132,311132,Laboratory Technician,82,16,16,66,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311133,311133,Assistant Meteorological Officer Grade C29,35,22,0,13,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311136,311136,Assistant Scientific Officer Grade C29,82,16,16,66,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311137,311137,Assistant Research Officer Grade Q29,81,43,0,38,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311202,311202,Civil Engineering Technician,63,20,20,43,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311204,311204,Civil Engineering Estimator,41,19,0,22,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311208,311208,Engineering Designer,42,16,16,26,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311209,311209,Civil Engineering Supervisor,48,22,22,26,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311210,311210,Tunnel Boring Machine Technician,26,14,0,12,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311211,311211,Building Inspector,36,18,18,18,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311212,311212,Geotechnical Technician,17,9,9,8,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311213,311213,Fire Inspector,29,13,13,16,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311214,311214,Surveying Technician,46,23,23,23,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311217,311217,Process Instrument Technician,78,32,32,46,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311219,311219,Assistant Engineer Grade JA29,28,9,0,19,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311225,311225,Assistant Civil Engineer,28,9,0,19,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311226,311226,Operation Technician,38,16,0,22,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311227,311227,Green Building Facilities Maintenance Technician,24,10,0,14,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311230,311230,Assistant Engineer Maintenance,42,14,0,28,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311232,311232,Assistant Quantity Surveyor Grade JA29,41,19,19,22,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311233,311233,Quantity Surveyor Assistant,41,19,19,22,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311237,311237,Assistant Building Surveyor Grade J29,26,11,11,15,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311301,311301,Electrical Engineering Technician,67,28,28,39,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311307,311307,Electrical and Instrument Supervisor,57,27,0,30,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311310,311310,Electrical Engineering Estimator,34,11,11,23,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311314,311314,Electrical High Voltage Technician,67,28,0,39,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311315,311315,Debug Technician,45,24,0,21,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311316,311316,Assistant Electrical Engineer,67,28,28,39,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311401,311401,Electronics Engineering Technician,90,30,30,60,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311402,311402,Electronics Engineering Estimator,34,11,11,23,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311404,311404,Electronics Design Technician,90,30,0,60,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311504,311504,Mechanical Engineering Technician,39,14,14,25,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311514,311514,Mechanical Engineering Assistant,28,9,0,19,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311515,311515,Mechanical Engineering Estimator,34,11,11,23,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311516,311516,"Dockmaster, Dry Dock",39,31,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311517,311517,"Dockmaster, Graving Dock",39,31,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311521,311521,Hydraulic Hose Technician,31,13,0,18,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311524,311524,Mechatronics Technician,63,28,28,35,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311527,311527,CNC Technician (Computer Numerical Control),158,19,0,139,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311528,311528,Welding Technician,50,22,22,28,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311529,311529,Steelmaking Technician,33,18,0,15,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311531,311531,Hygiene Technician 1,61,34,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311538,311538,CAD/CAM Technician (Computer-Aided Design and Manufacturing),83,49,49,34,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311544,311544,AutoCad Drafter,83,49,49,34,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311548,311548,Equipment Technician,37,16,16,21,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311549,311549,Assistant Equipment Engineer,37,15,0,22,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311550,311550,Assistant Welding Engineer,53,29,0,24,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311552,311552,Hygiene Technician 2,61,34,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311601,311601,Chemical Engineering Technician,55,24,24,31,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311604,311604,Oil Technologist,18,9,0,9,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311605,311605,Chemical Petroleum Technician,55,24,0,31,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311609,311609,Chemical Engineering Estimator,34,11,11,23,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311701,311701,Metallurgical Technician,33,18,18,15,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311704,311704,Metallurgical Laboratory Assistant,33,18,0,15,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311711,311711,Mining Assistant,26,10,10,16,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311723,311723,Associate Field Professional,28,9,9,19,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311801,311801,Draughtsperson (Architecture) Grade JA19,47,23,0,24,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311803,311803,Draughtsperson,90,24,24,66,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311824,311824,Geospatial Technician,43,20,0,23,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311826,311826,Assistant Architectural Officer Grade JA29,95,45,0,50,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311827,311827,Draughtsperson (Civil Engineering) Grade JA19,42,16,16,26,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311828,311828,Assistant Landscape Architect Grade JA29,52,18,0,34,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311829,311829,Assistant Land Officer (Peninsular) NT29,38,19,0,19,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311830,311830,Assistant Land Admini Officer (Sabah and Sarawak) Grade NT29,47,20,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311831,311831,Assistant Surveyor Grade JA29,46,23,23,23,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311903,311903,Maintenance Technician,37,16,16,21,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311910,311910,"Engineering Technician, Production",38,16,16,22,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311928,311928,Quality Assurance Engineering Technician,40,17,0,23,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311929,311929,Assistant Factory and Machinery Inspector Grade JA29,61,34,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311943,311943,Food Processing Technician,80,32,0,48,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311944,311944,Crankshaft Grinding Technician,62,26,0,36,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M311945,311945,Agro-Based Biotech Research Technician,43,17,17,26,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M311948,311948,Test Technician,40,17,17,23,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312201,312201,Manufacturing Supervisor,86,39,39,47,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312203,312203,Finishing Supervisor,86,39,39,47,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312205,312205,Compounding Supervisor,37,22,22,15,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312207,312207,Cutting Supervisor,86,39,39,47,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312209,312209,Plywood Inspection Supervisor,44,16,16,28,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312210,312210,Sawyer Supervisor,44,16,16,28,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312215,312215,Quality Control Supervisor,49,29,0,20,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312218,312218,"Production Supervisor, Halal Food Manufacturing",86,39,0,47,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312220,312220,"Quality Assurance Supervisor, Halal Meat Processing",28,17,0,11,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312226,312226,Maintenance Supervisor,42,14,0,28,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312228,312228,"Supervisor, Halal Slaughterhouse",45,33,0,12,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312229,312229,"Warehouse Supervisor, Halal Logistics Operation",54,40,0,14,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M312234,312234,Industrial Robot Controller,33,12,12,21,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312301,312301,Operation Supervisor,48,22,22,26,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M312303,312303,Construction Supervisor,48,22,22,26,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M313104,313104,Power Generating Plant Operator,63,17,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313106,313106,Powerhouse Fabricator,61,22,0,39,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313110,313110,Solar Power Plant Operator,62,15,15,47,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M313111,313111,Distribution Control Operator,27,14,14,13,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M313113,313113,Power System Operator,63,17,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313116,313116,Solar Cell Technician,93,25,0,68,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313201,313201,Stationary Engine Operator,63,17,0,46,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313302,313302,Chemical Plant Supervisor,37,22,22,15,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M313406,313406,Gas Plant Operator,35,15,0,20,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313412,313412,Pumping-Station Petroleum and Natural Gas Operator,23,15,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M313417,313417,Refinery Process Technician,18,9,9,9,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M313503,313503,Metal Processing Control Operator,21,10,10,11,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314101,314101,Biological Technician,51,22,0,29,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M314102,314102,Entomological Technician,39,19,19,20,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314104,314104,Botanical Technician,45,19,19,26,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314107,314107,Artificial Breeding Technician,44,25,0,19,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M314109,314109,Zoological Technician,39,19,19,20,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314203,314203,Soil Science Technician,37,19,0,18,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M314205,314205,Horticulture Technician,43,10,0,33,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M314209,314209,Irrigator,22,11,11,11,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314216,314216,Assistant Agricultural Officer Grade G29,43,10,10,33,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M314217,314217,Assistant Land Planning Officer Grade G29,38,19,0,19,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
